registros 120
colunas 7
0,08	0,28	0,345605307	0,175852262	0,348116945	0,228382065	0,23
0,08	0,22	0,462797993	0,251951237	0,348116945	0,228382065	0,23
0,08	0,16	0,484951694	0,193792753	0,182762151	0,077618877	0,07
0,05	0,06	0,354300371	0,043045909	0,147454560	0,042285695	0,03
0,05	0,01	0,449907478	0,307719120	0,464809809	0,291712109	0,20
0,06	0	0,494980734	0,442620504	0,558158180	0,374408732	0,26
0,07	0	0,492835218	0,552754770	0,553918523	0,371349080	0,26
0,12	0,03	0,625976409	0,701123413	0,553918523	0,371349080	0,26
0,14	0,03	0,531634551	0,484998116	0,306906603	0,189570258	0,11
0,15	0,04	0,525271229	0,571176955	0,601675635	0,432325086	0,28
0,17	0,05	0,524600375	0,613950431	0,688884997	0,514573480	0,34
0,21	0,08	0,592854297	0,677185947	0,792038436	0,617077710	0,42
0,24	0,13	0,539552534	0,754813777	0,662666645	0,525887823	0,35
0,33	0,19	0,771432843	0,887319580	0,821019803	0,680357327	0,47
0,38	0,24	0,643538564	0,757686888	0,845489436	0,705646231	0,50
0,43	0,28	0,633207312	0,747074952	0,907579411	0,769747148	0,55
0,40	0,29	0,348650931	0,536359227	0,420470552	0,385226599	0,28
0,43	0,32	0,555121345	0,686362557	0,670360369	0,619530668	0,47
